-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,134,135,135,135,135,135,135,136,-1,-1,-1,-1,-1,-1,134,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,135,135,135,135,135,135,135,135,135,135,135,135,136,-1
-1,153,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,153,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,153,154,154,154,154,154,154,159,135,135,135,135,135,135,160,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,134,135,135,135,160,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,140,173,173,173,173,173,141,154,154,159,135,135,135,135,135,135,160,154,154,154,154,154,154,154,154,154,-1,153,154,154,154,154,154,155,-1
-1,153,154,154,154,154,154,140,173,173,173,173,173,173,173,141,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,140,173,173,173,141,154,154,154,141,140,-1,153,154,154,154,154,154,155,-1
-1,153,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,153,154,154,-1,153,155,-1,172,173,173,173,173,173,174,-1
-1,153,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,153,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,153,154,155,-1,172,174,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,172,173,173,173,173,173,174,-1,-1,-1,-1,-1,-1,-1,172,173,173,173,173,173,173,173,173,173,174,-1,-1,-1,-1,-1,172,173,173,173,173,173,173,173,173,173,174,-1,-1,-1,172,173,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
